,image,cat,cow,dog,horse,sheep,bounds_x,bounds_y,bounds_width,bounds_height,L_eye_v,L_eye_x,L_eye_y,R_eye_v,R_eye_x,R_eye_y,L_ear_v,L_ear_x,L_ear_y,R_ear_v,R_ear_x,R_ear_y,Nose_v,Nose_x,Nose_y,Throat_v,Throat_x,Throat_y,Tail_v,Tail_x,Tail_y,withers_v,withers_x,withers_y,L_F_elbow_v,L_F_elbow_x,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x,R_B_elbow_y,L_F_knee_v,L_F_knee_x,L_F_knee_y,R_F_knee_v,R_F_knee_x,R_F_knee_y,L_B_knee_v,L_B_knee_x,L_B_knee_y,R_B_knee_v,R_B_knee_x,R_B_knee_y,L_F_paw_v,L_F_paw_x,L_F_paw_y,R_F_paw_v,R_F_paw_x,R_F_paw_y,L_B_paw_v,L_B_paw_x,L_B_paw_y,R_B_paw_v,R_B_paw_x,R_B_paw_y,nothing,stand,sit,lie,go,run
343,343.jpeg,0,1,0,0,0,0.12333333333333334,0.1688888888888889,0.30666666666666664,0.7733333333333333,1,0.35,0.27111111111111114,1,0.2733333333333333,0.27111111111111114,1,0.4066666666666667,0.21777777777777776,1,0.22333333333333333,0.2222222222222222,1,0.3233333333333333,0.36,1,0.30666666666666664,0.4622222222222222,0,0.0,0.0,0,0.0,0.0,1,0.33666666666666667,0.6266666666666667,1,0.16333333333333333,0.6133333333333333,0,0.0,0.0,0,0.0,0.0,1,0.3233333333333333,0.8044444444444444,1,0.17,0.7377777777777778,0,0.0,0.0,1,0.22666666666666666,0.76,1,0.32666666666666666,0.9111111111111111,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0
344,344.jpeg,0,1,0,0,0,0.07666666666666666,0.04639175257731959,0.9,0.9072164948453608,1,0.19,0.20618556701030927,0,0.0,0.0,1,0.27666666666666667,0.17010309278350516,1,0.09,0.11855670103092783,1,0.10333333333333333,0.31443298969072164,1,0.24333333333333335,0.3865979381443299,1,0.9,0.18556701030927836,1,0.38,0.14432989690721648,1,0.36666666666666664,0.4896907216494845,0,0.0,0.0,1,0.8133333333333334,0.4742268041237113,0,0.0,0.0,1,0.3933333333333333,0.6855670103092784,1,0.44,0.6649484536082474,1,0.8433333333333334,0.7216494845360825,0,0.0,0.0,1,0.39666666666666667,0.8298969072164949,1,0.44666666666666666,0.788659793814433,1,0.8466666666666667,0.9381443298969072,0,0.0,0.0,0,1,0,0,0,0
345,345.jpeg,0,1,0,0,0,0.043333333333333335,0.011834319526627219,0.7266666666666667,0.9585798816568047,0,0.0,0.0,1,0.69,0.7514792899408284,1,0.7466666666666667,0.6331360946745562,1,0.66,0.6449704142011834,0,0.0,0.0,1,0.5933333333333334,0.6272189349112426,1,0.10333333333333333,0.1242603550295858,1,0.5466666666666666,0.05917159763313609,1,0.5233333333333333,0.5798816568047337,1,0.4266666666666667,0.5739644970414202,0,0.0,0.0,1,0.13666666666666666,0.4556213017751479,1,0.5566666666666666,0.7751479289940828,1,0.45,0.8165680473372781,1,0.19333333333333333,0.7988165680473372,1,0.11,0.7396449704142012,0,0.0,0.0,0,0.0,0.0,1,0.21,0.9289940828402367,1,0.12,0.9171597633136095,0,1,0,0,0,0
346,346.jpeg,0,1,0,0,0,0.1895910780669145,0.22164948453608246,0.6691449814126395,0.5773195876288659,1,0.8141263940520446,0.32989690721649484,1,0.7360594795539034,0.32989690721649484,1,0.8401486988847584,0.29381443298969073,1,0.7137546468401487,0.28865979381443296,1,0.7769516728624535,0.4072164948453608,1,0.724907063197026,0.422680412371134,1,0.26022304832713755,0.29896907216494845,1,0.6245353159851301,0.29381443298969073,0,0.0,0.0,1,0.6319702602230484,0.5618556701030928,0,0.0,0.0,1,0.31226765799256506,0.520618556701031,1,0.6877323420074349,0.6597938144329897,1,0.6282527881040892,0.6804123711340206,1,0.25650557620817843,0.6185567010309279,1,0.2899628252788104,0.6597938144329897,0,0.0,0.0,0,0.0,0.0,1,0.21933085501858737,0.7371134020618557,1,0.31226765799256506,0.7628865979381443,0,1,0,0,0,0
347,347.jpeg,0,1,0,0,0,0.0,0.22666666666666666,0.6730769230769231,0.7666666666666667,1,0.41923076923076924,0.43666666666666665,1,0.16153846153846155,0.44333333333333336,1,0.5269230769230769,0.38,1,0.07692307692307693,0.38666666666666666,1,0.27692307692307694,0.6333333333333333,1,0.26153846153846155,0.7933333333333333,0,0.0,0.0,0,0.0,0.0,1,0.36153846153846153,0.8866666666666667,1,0.12307692307692308,0.93,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0
348,348.jpeg,0,1,0,0,0,0.023333333333333334,0.05084745762711865,0.9266666666666666,0.9084745762711864,1,0.5633333333333334,0.34576271186440677,1,0.25,0.2677966101694915,1,0.63,0.3728813559322034,1,0.15,0.29491525423728815,1,0.4666666666666667,0.48135593220338985,1,0.4266666666666667,0.7186440677966102,1,0.9233333333333333,0.376271186440678,0,0.0,0.0,1,0.55,0.7457627118644068,0,0.0,0.0,1,0.9,0.5932203389830508,0,0.0,0.0,1,0.49666666666666665,0.8813559322033898,0,0.0,0.0,1,0.85,0.7186440677966102,1,0.8,0.7152542372881356,0,0.0,0.0,0,0.0,0.0,1,0.8166666666666667,0.8203389830508474,1,0.7666666666666667,0.7796610169491526,0,1,0,0,0,0
349,349.jpeg,0,1,0,0,0,0.01,0.00909090909090909,0.96,0.9545454545454546,1,0.24,0.19545454545454546,1,0.13666666666666666,0.19545454545454546,1,0.25666666666666665,0.13636363636363635,1,0.04,0.15,1,0.23666666666666666,0.38636363636363635,1,0.17333333333333334,0.4727272727272727,1,0.9333333333333333,0.12272727272727273,1,0.2966666666666667,0.07272727272727272,1,0.36333333333333334,0.5590909090909091,0,0.0,0.0,1,0.8466666666666667,0.4727272727272727,0,0.0,0.0,1,0.34,0.7454545454545455,1,0.2633333333333333,0.7272727272727273,1,0.9133333333333333,0.6909090909090909,1,0.81,0.7272727272727273,1,0.33,0.8772727272727273,1,0.24666666666666667,0.8590909090909091,1,0.9,0.9,1,0.78,0.8545454545454545,0,1,0,0,0,0
350,350.jpeg,0,1,0,0,0,0.05,0.14285714285714285,0.9333333333333333,0.7755102040816326,1,0.16666666666666666,0.29081632653061223,0,0.0,0.0,1,0.22333333333333333,0.22448979591836735,1,0.17,0.18877551020408162,1,0.08666666666666667,0.3877551020408163,1,0.23666666666666666,0.4387755102040816,1,0.8666666666666667,0.30612244897959184,1,0.44,0.23469387755102042,1,0.43666666666666665,0.6224489795918368,0,0.0,0.0,1,0.8666666666666667,0.5561224489795918,0,0.0,0.0,1,0.44666666666666666,0.75,0,0.0,0.0,1,0.9466666666666667,0.7040816326530612,1,0.8066666666666666,0.7551020408163265,1,0.44666666666666666,0.8622448979591837,0,0.0,0.0,1,0.96,0.8673469387755102,1,0.77,0.8622448979591837,0,1,0,0,0,0
351,351.jpeg,0,1,0,0,0,0.06333333333333334,0.12280701754385964,0.8266666666666667,0.7719298245614035,0,0.0,0.0,1,0.76,0.5614035087719298,1,0.8566666666666667,0.45614035087719296,1,0.6933333333333334,0.4780701754385965,1,0.8166666666666667,0.7412280701754386,1,0.68,0.5921052631578947,0,0.0,0.0,1,0.5733333333333334,0.17543859649122806,0,0.0,0.0,1,0.5133333333333333,0.5482456140350878,0,0.0,0.0,1,0.14,0.5219298245614035,1,0.64,0.6710526315789473,1,0.5366666666666666,0.6929824561403509,1,0.23666666666666666,0.6754385964912281,1,0.15,0.6096491228070176,1,0.66,0.8114035087719298,1,0.5566666666666666,0.8377192982456141,1,0.26666666666666666,0.8026315789473685,1,0.16,0.8157894736842105,0,1,0,0,0,0
352,352.jpeg,0,1,0,0,0,0.10333333333333333,0.17777777777777778,0.7933333333333333,0.6933333333333334,1,0.8333333333333334,0.3466666666666667,1,0.7766666666666666,0.3511111111111111,1,0.89,0.28444444444444444,1,0.7333333333333333,0.29777777777777775,1,0.8266666666666667,0.48444444444444446,1,0.74,0.4311111111111111,1,0.17333333333333334,0.2222222222222222,1,0.5866666666666667,0.22666666666666666,0,0.0,0.0,1,0.64,0.5377777777777778,0,0.0,0.0,1,0.21666666666666667,0.5155555555555555,1,0.59,0.6044444444444445,1,0.6333333333333333,0.6088888888888889,1,0.24666666666666667,0.6533333333333333,1,0.18666666666666668,0.6577777777777778,1,0.59,0.7288888888888889,1,0.63,0.7733333333333333,1,0.2833333333333333,0.7688888888888888,1,0.2,0.8488888888888889,0,1,0,0,0,0
353,353.jpeg,0,1,0,0,0,0.06333333333333334,0.17777777777777778,0.8666666666666667,0.6577777777777778,1,0.14333333333333334,0.3377777777777778,0,0.0,0.0,1,0.21666666666666667,0.2311111111111111,1,0.14,0.21333333333333335,1,0.08333333333333333,0.4222222222222222,1,0.18333333333333332,0.48,1,0.89,0.22666666666666666,1,0.44666666666666666,0.22666666666666666,1,0.41333333333333333,0.52,0,0.0,0.0,1,0.8433333333333334,0.52,0,0.0,0.0,1,0.37666666666666665,0.6711111111111111,1,0.45666666666666667,0.6533333333333333,1,0.8466666666666667,0.6577777777777778,1,0.76,0.6533333333333333,1,0.36333333333333334,0.8088888888888889,1,0.49,0.76,1,0.8466666666666667,0.8177777777777778,1,0.7133333333333334,0.7866666666666666,0,0,0,0,1,0
354,354.jpeg,0,1,0,0,0,0.05,0.02830188679245283,0.9466666666666667,0.9150943396226415,0,0.0,0.0,1,0.88,0.14150943396226415,0,0.0,0.0,1,0.8233333333333334,0.05660377358490566,1,0.97,0.18867924528301888,1,0.8666666666666667,0.3113207547169811,1,0.09333333333333334,0.2688679245283019,1,0.5866666666666667,0.19339622641509435,0,0.0,0.0,1,0.6733333333333333,0.5471698113207547,0,0.0,0.0,1,0.15666666666666668,0.5566037735849056,1,0.61,0.7169811320754716,1,0.6666666666666666,0.7169811320754716,1,0.21666666666666667,0.75,1,0.11666666666666667,0.7405660377358491,1,0.6133333333333333,0.839622641509434,1,0.69,0.8726415094339622,1,0.23666666666666666,0.9245283018867925,1,0.13666666666666666,0.9198113207547169,0,1,0,0,0,0
355,355.jpeg,0,1,0,0,0,0.03,0.17777777777777778,0.9666666666666667,0.7111111111111111,1,0.07333333333333333,0.6311111111111111,0,0.0,0.0,1,0.15,0.5466666666666666,1,0.09,0.5155555555555555,1,0.06,0.7377777777777778,1,0.27,0.5955555555555555,1,0.8866666666666667,0.2311111111111111,1,0.38666666666666666,0.2222222222222222,1,0.3933333333333333,0.5244444444444445,0,0.0,0.0,1,0.8,0.5288888888888889,0,0.0,0.0,1,0.4033333333333333,0.6977777777777778,1,0.35333333333333333,0.6622222222222223,1,0.8233333333333334,0.6888888888888889,1,0.8766666666666667,0.6711111111111111,1,0.4066666666666667,0.8,1,0.32666666666666666,0.7466666666666667,1,0.7433333333333333,0.8311111111111111,1,0.8433333333333334,0.8266666666666667,0,1,0,0,0,0
356,356.jpeg,0,1,0,0,0,0.05,0.005263157894736842,0.8866666666666667,0.9894736842105263,0,0.0,0.0,1,0.7766666666666666,0.14736842105263157,1,0.8966666666666666,0.11052631578947368,1,0.7266666666666667,0.12105263157894737,1,0.9066666666666666,0.26842105263157895,1,0.79,0.3894736842105263,1,0.10333333333333333,0.4105263157894737,1,0.51,0.2631578947368421,0,0.0,0.0,1,0.5266666666666666,0.7210526315789474,0,0.0,0.0,1,0.15333333333333332,0.7368421052631579,1,0.69,0.9631578947368421,1,0.56,0.968421052631579,1,0.24333333333333335,0.9526315789473684,1,0.13333333333333333,0.9526315789473684,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0
357,357.jpeg,0,1,0,0,0,0.15,0.26666666666666666,0.6866666666666666,0.5066666666666667,1,0.19666666666666666,0.39111111111111113,0,0.0,0.0,1,0.22666666666666666,0.3688888888888889,1,0.21666666666666667,0.32,1,0.16,0.47555555555555556,1,0.23333333333333334,0.4888888888888889,1,0.7733333333333333,0.3244444444444444,1,0.42,0.3111111111111111,1,0.4266666666666667,0.5466666666666666,0,0.0,0.0,1,0.7766666666666666,0.52,0,0.0,0.0,1,0.42333333333333334,0.6577777777777778,0,0.0,0.0,1,0.7933333333333333,0.6133333333333333,1,0.7166666666666667,0.64,1,0.42,0.7333333333333333,0,0.0,0.0,1,0.81,0.7288888888888889,1,0.71,0.7244444444444444,0,1,0,0,0,0
358,358.jpeg,0,1,0,0,0,0.023333333333333334,0.06451612903225806,0.9133333333333333,0.9354838709677419,1,0.13333333333333333,0.19815668202764977,0,0.0,0.0,1,0.23666666666666666,0.17511520737327188,1,0.18333333333333332,0.09216589861751152,1,0.05333333333333334,0.3225806451612903,1,0.18333333333333332,0.3870967741935484,1,0.8933333333333333,0.2995391705069124,1,0.4166666666666667,0.2534562211981567,1,0.38666666666666666,0.6221198156682027,0,0.0,0.0,1,0.8233333333333334,0.576036866359447,0,0.0,0.0,1,0.37,0.8202764976958525,0,0.0,0.0,1,0.8166666666666667,0.7695852534562212,1,0.8433333333333334,0.7788018433179723,1,0.37,0.967741935483871,0,0.0,0.0,1,0.7766666666666666,0.9769585253456221,1,0.8266666666666667,0.9493087557603687,0,1,0,0,0,0
359,359.jpeg,0,1,0,0,0,0.016666666666666666,0.3,0.96,0.59,1,0.30666666666666664,0.575,1,0.16666666666666666,0.595,1,0.36333333333333334,0.49,1,0.09333333333333334,0.515,1,0.24666666666666667,0.845,0,0.0,0.0,1,0.8833333333333333,0.46,1,0.38,0.335,1,0.49,0.725,0,0.0,0.0,1,0.7966666666666666,0.44,0,0.0,0.0,1,0.3466666666666667,0.805,0,0.0,0.0,1,0.8933333333333333,0.735,0,0.0,0.0,1,0.5333333333333333,0.83,0,0.0,0.0,1,0.61,0.79,0,0.0,0.0,0,0,0,1,0,0
360,360.jpeg,0,1,0,0,0,0.0033333333333333335,0.0,0.8866666666666667,0.8098591549295775,1,0.8233333333333334,0.11971830985915492,1,0.7133333333333334,0.09859154929577464,1,0.87,0.014084507042253521,1,0.6766666666666666,0.028169014084507043,1,0.7666666666666667,0.3591549295774648,1,0.7066666666666667,0.4295774647887324,1,0.06666666666666667,0.3873239436619718,1,0.5333333333333333,0.13380281690140844,0,0.0,0.0,1,0.5466666666666666,0.5563380281690141,0,0.0,0.0,1,0.19666666666666666,0.39436619718309857,0,0.0,0.0,1,0.6366666666666667,0.7394366197183099,0,0.0,0.0,1,0.17666666666666667,0.7183098591549296,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3333333333333333,0.7816901408450704,0,0,0,1,0,0
361,361.jpeg,0,1,0,0,0,0.43,0.27218934911242604,0.44666666666666666,0.7218934911242604,1,0.6133333333333333,0.5680473372781065,1,0.5266666666666666,0.6035502958579881,1,0.6666666666666666,0.46745562130177515,1,0.4633333333333333,0.6035502958579881,1,0.5933333333333334,0.7692307692307693,1,0.65,0.650887573964497,0,0.0,0.0,1,0.68,0.30177514792899407,1,0.72,0.6745562130177515,0,0.0,0.0,1,0.8533333333333334,0.6390532544378699,0,0.0,0.0,1,0.67,0.8698224852071006,1,0.6,0.863905325443787,1,0.8466666666666667,0.7692307692307693,1,0.75,0.7751479289940828,1,0.66,0.9644970414201184,1,0.63,0.9289940828402367,1,0.8433333333333334,0.893491124260355,1,0.72,0.9171597633136095,0,0,0,0,0,1
362,362.jpeg,0,1,0,0,0,0.023333333333333334,0.06097560975609756,0.96,0.926829268292683,1,0.11333333333333333,0.2865853658536585,0,0.0,0.0,0,0.0,0.0,1,0.15333333333333332,0.21341463414634146,1,0.08666666666666667,0.45121951219512196,1,0.22,0.47560975609756095,1,0.9,0.10365853658536585,1,0.4533333333333333,0.08536585365853659,1,0.45,0.6097560975609756,0,0.0,0.0,1,0.8133333333333334,0.47560975609756095,0,0.0,0.0,1,0.4666666666666667,0.8414634146341463,1,0.37333333333333335,0.8414634146341463,1,0.8033333333333333,0.7439024390243902,1,0.9133333333333333,0.725609756097561,0,0.0,0.0,1,0.35333333333333333,0.9634146341463414,1,0.7533333333333333,0.9573170731707317,1,0.9133333333333333,0.9634146341463414,0,0,0,0,1,0
363,363.jpeg,0,1,0,0,0,0.12333333333333334,0.08121827411167512,0.7666666666666667,0.8629441624365483,1,0.28,0.2233502538071066,1,0.2,0.22842639593908629,1,0.35,0.16243654822335024,1,0.16333333333333333,0.16751269035532995,1,0.25,0.350253807106599,1,0.2866666666666667,0.39593908629441626,1,0.8433333333333334,0.20304568527918782,1,0.42,0.20304568527918782,1,0.39666666666666667,0.5380710659898477,0,0.0,0.0,1,0.7633333333333333,0.5025380710659898,0,0.0,0.0,1,0.3933333333333333,0.7360406091370558,0,0.0,0.0,1,0.8033333333333333,0.7106598984771574,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.7666666666666667,0.9086294416243654,0,0.0,0.0,0,1,0,0,0,0
364,364.jpeg,0,1,0,0,0,0.15,0.0593607305936073,0.5866666666666667,0.776255707762557,0,0.0,0.0,1,0.44666666666666666,0.365296803652968,1,0.3333333333333333,0.2557077625570776,1,0.27666666666666667,0.3515981735159817,1,0.51,0.3835616438356164,0,0.0,0.0,1,0.69,0.136986301369863,1,0.2966666666666667,0.1506849315068493,1,0.38,0.4931506849315068,0,0.0,0.0,1,0.6166666666666667,0.3515981735159817,0,0.0,0.0,1,0.36333333333333334,0.6301369863013698,1,0.27666666666666667,0.5616438356164384,1,0.7,0.5251141552511416,1,0.5766666666666667,0.4840182648401826,1,0.35333333333333333,0.7990867579908676,1,0.27,0.6894977168949772,1,0.6866666666666666,0.7168949771689498,1,0.5133333333333333,0.589041095890411,0,1,0,0,0,0
365,365.jpeg,0,1,0,0,0,0.18487394957983194,0.3333333333333333,0.7142857142857143,0.5333333333333333,1,0.3235294117647059,0.4766666666666667,0,0.0,0.0,1,0.40336134453781514,0.45,1,0.21428571428571427,0.45,1,0.2184873949579832,0.5833333333333334,1,0.41596638655462187,0.62,1,0.7983193277310925,0.35,1,0.4831932773109244,0.41333333333333333,1,0.6134453781512605,0.6433333333333333,0,0.0,0.0,1,0.8529411764705882,0.5466666666666666,0,0.0,0.0,1,0.6008403361344538,0.78,1,0.5126050420168067,0.7866666666666666,1,0.8403361344537815,0.6466666666666666,1,0.7773109243697479,0.6566666666666666,1,0.6176470588235294,0.8566666666666667,1,0.5084033613445378,0.8666666666666667,1,0.8151260504201681,0.7233333333333334,1,0.7521008403361344,0.7366666666666667,0,1,0,0,0,0
366,366.jpeg,0,1,0,0,0,0.13284132841328414,0.30412371134020616,0.30996309963099633,0.5463917525773195,1,0.25830258302583026,0.3865979381443299,1,0.19557195571955718,0.39690721649484534,1,0.28413284132841327,0.34536082474226804,1,0.16605166051660517,0.36082474226804123,1,0.22878228782287824,0.4845360824742268,0,0.0,0.0,1,0.3800738007380074,0.35051546391752575,0,0.0,0.0,1,0.2952029520295203,0.6494845360824743,1,0.21033210332103322,0.654639175257732,1,0.4132841328413284,0.6030927835051546,0,0.0,0.0,1,0.2730627306273063,0.7371134020618557,1,0.22140221402214022,0.7371134020618557,1,0.3948339483394834,0.711340206185567,1,0.3505535055350554,0.7164948453608248,1,0.2730627306273063,0.8144329896907216,1,0.2140221402214022,0.8298969072164949,1,0.3874538745387454,0.7938144329896907,1,0.34686346863468637,0.7938144329896907,0,1,0,0,0,0
367,367.jpeg,0,1,0,0,0,0.05,0.01,0.6533333333333333,0.96,0,0.0,0.0,1,0.59,0.54,1,0.5333333333333333,0.46,1,0.49666666666666665,0.545,1,0.6833333333333333,0.585,1,0.5366666666666666,0.665,1,0.13,0.25,1,0.38666666666666666,0.44,1,0.46,0.73,1,0.35333333333333333,0.74,0,0.0,0.0,1,0.10333333333333333,0.47,0,0.0,0.0,1,0.4,0.855,0,0.0,0.0,1,0.07333333333333333,0.58,1,0.4033333333333333,0.955,1,0.4533333333333333,0.945,0,0.0,0.0,1,0.09,0.78,0,0,0,0,0,1
368,368.jpeg,0,1,0,0,0,0.03,0.02030456852791878,0.88,0.883248730964467,0,0.0,0.0,1,0.78,0.3299492385786802,1,0.8933333333333333,0.233502538071066,1,0.7,0.26903553299492383,1,0.8666666666666667,0.5279187817258884,1,0.7233333333333334,0.4517766497461929,1,0.07,0.08121827411167512,1,0.5566666666666666,0.1065989847715736,0,0.0,0.0,1,0.5666666666666667,0.5177664974619289,0,0.0,0.0,1,0.11333333333333333,0.40609137055837563,0,0.0,0.0,1,0.5533333333333333,0.6954314720812182,1,0.20666666666666667,0.5939086294416244,1,0.12666666666666668,0.5939086294416244,1,0.6033333333333334,0.7309644670050761,1,0.5833333333333334,0.8324873096446701,1,0.26,0.7157360406091371,1,0.16,0.7411167512690355,0,1,0,0,0,0
369,369.jpeg,0,1,0,0,0,0.10333333333333333,0.20444444444444446,0.8066666666666666,0.7911111111111111,1,0.82,0.36,1,0.7166666666666667,0.38666666666666666,1,0.8766666666666667,0.3422222222222222,1,0.6933333333333334,0.3333333333333333,1,0.79,0.5377777777777778,1,0.7733333333333333,0.6044444444444445,1,0.16666666666666666,0.30666666666666664,1,0.5766666666666667,0.3244444444444444,0,0.0,0.0,1,0.61,0.6755555555555556,0,0.0,0.0,1,0.16666666666666666,0.5822222222222222,1,0.7,0.8488888888888889,1,0.6366666666666667,0.8266666666666667,1,0.27666666666666667,0.7733333333333333,1,0.18666666666666668,0.7777777777777778,1,0.6866666666666666,0.9466666666666667,1,0.6433333333333333,0.9555555555555556,1,0.2866666666666667,0.9288888888888889,1,0.17333333333333334,0.9111111111111111,0,1,0,0,0,0
370,370.jpeg,0,1,0,0,0,0.11,0.13392857142857142,0.82,0.6428571428571429,1,0.36333333333333334,0.35267857142857145,1,0.24333333333333335,0.35267857142857145,1,0.43666666666666665,0.32589285714285715,1,0.19333333333333333,0.33035714285714285,1,0.2966666666666667,0.48214285714285715,1,0.37333333333333335,0.5535714285714286,1,0.8033333333333333,0.4330357142857143,1,0.5166666666666667,0.3794642857142857,1,0.53,0.6428571428571429,0,0.0,0.0,1,0.8666666666666667,0.5803571428571429,0,0.0,0.0,1,0.47333333333333333,0.7232142857142857,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.5933333333333334,0.7321428571428571,0,0.0,0.0,1,0.7766666666666666,0.7321428571428571,0,0.0,0.0,0,0,0,1,0,0
371,371.jpeg,0,1,0,0,0,0.023333333333333334,0.11555555555555555,0.9333333333333333,0.7466666666666667,1,0.14666666666666667,0.29333333333333333,0,0.0,0.0,1,0.20333333333333334,0.28,1,0.056666666666666664,0.28888888888888886,1,0.09333333333333334,0.4088888888888889,1,0.17666666666666667,0.48,1,0.8766666666666667,0.3288888888888889,1,0.4866666666666667,0.28444444444444444,1,0.38333333333333336,0.5777777777777777,0,0.0,0.0,1,0.88,0.6444444444444445,0,0.0,0.0,1,0.36,0.76,1,0.29,0.7333333333333333,1,0.8833333333333333,0.7911111111111111,1,0.6266666666666667,0.7466666666666667,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0
372,372.jpeg,0,1,0,0,0,0.056666666666666664,0.0673076923076923,0.9,0.7980769230769231,1,0.8933333333333333,0.25961538461538464,1,0.79,0.2644230769230769,1,0.9266666666666666,0.22115384615384615,1,0.7533333333333333,0.23076923076923078,1,0.8566666666666667,0.42788461538461536,1,0.7666666666666667,0.3557692307692308,1,0.13666666666666666,0.20192307692307693,1,0.6033333333333334,0.16346153846153846,1,0.77,0.5961538461538461,1,0.6366666666666667,0.5721153846153846,0,0.0,0.0,1,0.16,0.5673076923076923,0,0.0,0.0,1,0.6733333333333333,0.7932692307692307,0,0.0,0.0,1,0.09,0.7596153846153846,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0
373,373.jpeg,0,1,0,0,0,0.058823529411764705,0.08,0.7149321266968326,0.8333333333333334,1,0.6108597285067874,0.22333333333333333,1,0.416289592760181,0.23333333333333334,1,0.7149321266968326,0.17,1,0.3438914027149321,0.18666666666666668,1,0.49321266968325794,0.39666666666666667,1,0.5384615384615384,0.4633333333333333,0,0.0,0.0,0,0.0,0.0,1,0.6742081447963801,0.55,1,0.39819004524886875,0.5433333333333333,0,0.0,0.0,1,0.1493212669683258,0.47333333333333333,1,0.6244343891402715,0.6666666666666666,1,0.43891402714932126,0.69,1,0.29411764705882354,0.6033333333333334,1,0.20361990950226244,0.5833333333333334,1,0.6199095022624435,0.8433333333333334,1,0.4298642533936652,0.8633333333333333,1,0.3076923076923077,0.7433333333333333,1,0.24434389140271492,0.7566666666666667,0,1,0,0,0,0
374,374.jpeg,0,1,0,0,0,0.25666666666666665,0.21333333333333335,0.6333333333333333,0.7022222222222222,1,0.3433333333333333,0.3022222222222222,1,0.27666666666666667,0.3022222222222222,1,0.36666666666666664,0.28,1,0.24666666666666667,0.27111111111111114,1,0.2966666666666667,0.40444444444444444,1,0.36,0.4444444444444444,1,0.8033333333333333,0.3333333333333333,1,0.4533333333333333,0.27555555555555555,1,0.43666666666666665,0.5155555555555555,0,0.0,0.0,1,0.77,0.5644444444444444,0,0.0,0.0,1,0.4666666666666667,0.68,1,0.5066666666666667,0.6755555555555556,1,0.8,0.7333333333333333,0,0.0,0.0,1,0.47333333333333333,0.7822222222222223,1,0.52,0.7555555555555555,1,0.81,0.8844444444444445,1,0.7733333333333333,0.8844444444444445,0,1,0,0,0,0
375,375.jpeg,0,1,0,0,0,0.0033333333333333335,0.03237410071942446,0.9666666666666667,0.9568345323741008,1,0.19,0.2697841726618705,0,0.0,0.0,1,0.2833333333333333,0.21942446043165467,1,0.03,0.23381294964028776,1,0.08666666666666667,0.4244604316546763,1,0.25,0.44964028776978415,1,0.8833333333333333,0.2014388489208633,1,0.43333333333333335,0.17985611510791366,1,0.49666666666666665,0.5323741007194245,0,0.0,0.0,1,0.9,0.4568345323741007,0,0.0,0.0,1,0.48,0.7661870503597122,1,0.36333333333333334,0.7697841726618705,1,0.8666666666666667,0.6546762589928058,1,0.81,0.6618705035971223,1,0.48333333333333334,0.9244604316546763,1,0.37333333333333335,0.9100719424460432,1,0.84,0.8705035971223022,1,0.73,0.841726618705036,0,1,0,0,0,0
376,376.jpeg,0,1,0,0,0,0.14333333333333334,0.03,0.6666666666666666,0.95,1,0.6766666666666666,0.185,0,0.0,0.0,1,0.7833333333333333,0.11,1,0.5833333333333334,0.115,1,0.6066666666666667,0.32,1,0.7033333333333334,0.39,1,0.24666666666666667,0.205,1,0.5033333333333333,0.18,1,0.74,0.665,1,0.5533333333333333,0.655,0,0.0,0.0,1,0.19333333333333333,0.56,1,0.7066666666666667,0.81,1,0.5833333333333334,0.82,1,0.29333333333333333,0.77,1,0.19,0.725,1,0.69,0.96,1,0.58,0.95,1,0.30666666666666664,0.915,1,0.17,0.9,0,1,0,0,0,0
377,377.jpeg,0,1,0,0,0,0.056666666666666664,0.0903954802259887,0.8533333333333334,0.903954802259887,1,0.15666666666666668,0.23728813559322035,0,0.0,0.0,1,0.22333333333333333,0.20903954802259886,0,0.0,0.0,1,0.08333333333333333,0.3333333333333333,1,0.22333333333333333,0.4293785310734463,1,0.8433333333333334,0.22033898305084745,1,0.38666666666666666,0.23728813559322035,1,0.41,0.5706214689265536,0,0.0,0.0,1,0.79,0.5423728813559322,0,0.0,0.0,1,0.45666666666666667,0.7909604519774012,1,0.35,0.751412429378531,1,0.7966666666666666,0.7740112994350282,1,0.8733333333333333,0.7740112994350282,1,0.45666666666666667,0.9378531073446328,1,0.34,0.8926553672316384,1,0.75,0.9661016949152542,1,0.8733333333333333,0.9548022598870056,0,0,0,0,1,0
